CHANNELAREAIDFK,CONTRACTIDFK,DREDGECOST,DREDGINGEVENTAREAIDFK,DREDGINGEVENTIDPK,DREDGINGPURPOSE,EVENTDEPTH,EVENTDEPTHUOM,EVENTTYPE,EXECYEAR,FEATUREDESCRIPTION,FEATURENAME,MEDIAID,METADATAID,PLACEMENTAREADESC,PLACEMENTAREAIDFK,RPSUID,RPUID,SDSID,UNITCOST,VOLUMEDREDGED,RIVER,POOL,DREDGE_TYPE,LABOR_TYPE,DATE_START,DATE_END,UP_RIV_MIL,DN_RIV_MIL,VOLUME_UNITS,REACH_NAME,PREHYDROSURVEY_ID,POSTHYDROSURVEY_ID,REHANDLE_ID,DREDGE_NAME,COST,NARRATIVE,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE
,,,99732,PE2001123032306,channel,-11,foot,dredged,2001,,STARVED ROCK LOWER,,2001071023032306,,IL_2315_R,,,,,4439,Illinois_Waterway,PE,Mechanical,Hired_Labor,7/10/2001 0:00,8/21/2001 0:00,230.6,230.3,cubicYard,STARVED ROCK LOWER,IL_PE_MVR_20010517_AD_22972310_01B,IL_PE_MVR_20010829_AD_23042306_01C,,MAZON,,STARVED ROCK BOAT YARD UPLAND PLACEMENT 231.4-231.5R,B5ODTJLM@MVD,10/4/2023 19:33,B5ODTDJM,6/12/2025 18:27
,,,99696,2.22017E+14,channel,-11,foot,dredged,2017,,ORTON ISLAND,,2017101632363242,,UM_3125_T,,,,,5484,Mississippi_River,22,Mechanical,Hired_Labor,10/16/2017 0:00,11/8/2017 0:00,324.2,323.6,cubicYard,LOCK 21 LOWER,UM_22_MVR_20170818_CS_32283242_17A,,,,,Placement Thalweg 312.5-313.0 T Mechanical Near Walker Slough Light ,B5ODTBVC,10/20/2021 20:29,B5ODTDJM,6/12/2025 18:27
,,,99804,LA2007108790880,channel,-11,foot,dredged,2007,,BEARDSTOWN,,2.00706E+13,,IL_0882_R,,,,,7349,Illinois_Waterway,LA,Mechanical,Hired_Labor,6/18/2007 0:00,6/28/2007 0:00,88,87.9,cubicYard,BEARDSTOWN,IL_LA_MVR_20070612_CS_08670889_07A,IL_LA_MVR_20070718_BD_08680878_07B,<Null>,MISS CREW,,PLACEMENT BANK LINE 88.3-88.6 R,B5ODT9MA,10/19/2023 12:35,B5ODTDJM,6/12/2025 18:27
,,,99722,MA2007124922495,channel,-11,foot,dredged,2007,,JOHNSON ISLAND,,2007061824922495,,IL_2450_R,,,,,5946,Illinois_Waterway,MA,Mechanical,Hired_Labor,6/18/2007 0:00,8/1/2007 0:00,249.5,249.2,cubicYard,JOHNSON ISLAND,IL_MA_MVR_20070514_CS_24902500_07A,IL_MA_MVR_20070808_CS_24892498_07B,,CRANE BARGE 11,,PLACEMENT UPL 245.2R,B5ODT9MA,10/19/2023 12:35,B5ODTDJM,6/12/2025 18:27
,,,99716,MA2007225862589,channel,-11,foot,dredged,2007,,GRIST ISLAND 2,,2007032725862589,,IL_2450_R,,,,,7182,Illinois_Waterway,MA,Mechanical,Hired_Labor,3/27/2007 0:00,5/3/2007 0:00,258.9,258.6,cubicYard,GRIST ISLAND,IL_MA_MVR_20070308_CS_25832590_07A,IL_MA_MVR_20070515_CS_25842590_07B,<Null>,CRANE BARGE 11,,PLACEMENT UPLAND 245.2R,B5ODT9MA,10/19/2023 12:35,B5ODTDJM,6/12/2025 18:27
,,,,1.32017E+14,construction,-11,foot,dredged,2017,,LOCK 13 UPPER,,2017101652255226,,UM_5490_R,,,,,4120,Mississippi_River,13,Mechanical,Hired_Labor,10/16/2017 0:00,11/8/2017 0:00,522.6,522.5,cubicYard,LOCK 13 UPPER,UM_13_MVR_20170525_CS_52255226_17A,,,,,Placement Inland 548.8 R Maquoketa River DMMP,B5ODTBVC,10/20/2021 20:29,B5ODTDJM,6/12/2025 18:27
,,,99710,MA2007127102713,channel,-11,foot,dredged,2007,,DRESDEN ISLAND LOWER,,2007051527102713,,IL_2706_R,,,,,1605,Illinois_Waterway,MA,Mechanical,Hired_Labor,5/15/2007 0:00,9/21/2007 0:00,271.3,271,cubicYard,DRESDEN ISLAND LOCK LOWER,IL_MA_MVR_20070430_CS_27062713_07B,IL_MA_MVR_20071002_CS_27042713_07C,,CRANE BARGE 11,,PLACEMENT UPL 270.6 R,B5ODT9MA,10/19/2023 12:35,B5ODTDJM,6/12/2025 18:27
,,,,2.22017E+14,construction,-11,foot,dredged,2017,,LOCK 22 AUX,,2017101630123013,,UM_3025_R,,,,,2340,Mississippi_River,22,Mechanical,Hired_Labor,10/16/2017 0:00,11/8/2017 0:00,301.3,301.2,cubicYard,LOCK 22 UPPER,UM_22_MVR_20171012_OT_30123013_17A,,,,,Placement Inland 302.5 R Saverton Inland ,B5ODTDJM@MVD,5/30/2023 18:35,B5ODTDJM,6/12/2025 18:27
,,,99764,PE2007116441644,harbor,-10,foot,dredged,2007,,PEORIA BOAT YARD,,2007042416441644,,IL_1644_R,,,,,8968,Illinois_Waterway,PE,Mechanical,Hired_Labor,4/24/2007 0:00,5/22/2007 0:00,164.4,164.4,cubicYard,PEORIA BOAT YARD,,IL_PE_MVR_20070911_CS_16281660_07A,<Null>,MISS CREW,,PLACEMENT UPL PEORIA BOAT YARD 164.4 R,B5ODT9MA,10/19/2023 12:35,B5ODTDJM,6/12/2025 18:27
,,,99771,LA2007114611462,channel,-11,foot,dredged,2007,,KINGSTON MINES,,2007101114611462,,IL_1452_L,,,,,2435,Illinois_Waterway,LA,Hydraulic,Hired_Labor,10/11/2007 0:00,10/14/2007 0:00,146.2,146.1,cubicYard,MACKINAW RIVER,IL_LA_MVR_20070919_CS_14601470_07B,IL_LA_MVR_20071114_AD_14551465_07C,,DUBUQUE,,UPLAND 145.2L-146.1L,B5ODT9MA,10/19/2023 12:35,B5ODTDJM,6/12/2025 18:27
,,,99771,LA2007214651472,channel,-11,foot,dredged,2007,,MACKINAW RIVER LOWER 2,,2007101414651472,,IL_1470_L,,,,,26989,Illinois_Waterway,LA,Hydraulic,Hired_Labor,10/14/2007 0:00,11/12/2007 0:00,147.2,146.5,cubicYard,MACKINAW RIVER,IL_LA_MVR_20070919_CS_14601470_07B,IL_LA_MVR_20071114_AD_14651475_07D,,DUBUQUE,,PLACEMENT UPL BEHIND LEVEE 146.1-146.7 L,B5ODT9MA,10/19/2023 12:35,B5ODTDJM,6/12/2025 18:27
,,,99771,LA2007114621473,channel,-11,foot,dredged,2007,,MACKINAW RIVER LOWER 1,,2007092514621473,,IL_1470_L,,,,,12196,Illinois_Waterway,LA,Hydraulic,Hired_Labor,9/25/2007 0:00,10/11/2007 0:00,147.3,146.2,cubicYard,MACKINAW RIVER,IL_LA_MVR_20070919_CS_14601470_07B,IL_LA_MVR_20071114_AD_14651475_07D,,DUBUQUE,,PLACEMENT UPL BEHIND LEVEE 146.1-146.7 L,B5ODT9MA,10/19/2023 12:35,B5ODTDJM,6/12/2025 18:27
,,,99716,MA2007125862589,channel,-11,foot,dredged,2007,,GRIST ISLAND 1,,2007012325862589,,IL_2450_R,,,,,1278,Illinois_Waterway,MA,Mechanical,Hired_Labor,1/23/2007 0:00,1/26/2007 0:00,258.9,258.6,cubicYard,GRIST ISLAND,IL_MA_MVR_20061212_CS_25832590_06D,IL_MA_MVR_20070308_CS_25832590_07A,,CRANE BARGE 11,,PLACEMENT UPLAND 245.2R,B5ODT9MA,10/19/2023 12:35,B5ODTDJM,6/12/2025 18:27
,,,99739,PE2017221562159,channel,-11,foot,dredged,2017,Grounding at location required additional dredging,CLARK ISLAND 2,,2017111721562159,,IL_2159_R,,,,,6962,Illinois_Waterway,PE,Mechanical,Hired_Labor,11/17/2017 0:00,12/1/2017 0:00,215.9,215.6,cubicYard,CLARK ISLAND,IL_PE_MVR_20171026_AD_21562159_17K,,,MAZON,,Bankline placement below Clark Island Upper Daymark 215.9 R,B5ODTBVC,10/22/2021 19:47,B5ODTDJM,6/12/2025 18:27
,,,99806,LA2007108510860,channel,-12,foot,dredged,2007,Actual dredge depth is 12.5 ft,BAR ISLAND,,2.00705E+13,,IL_0882_R,,,,,20689,Illinois_Waterway,LA,Mechanical,Hired_Labor,5/31/2007 0:00,6/10/2007 0:00,86,85.1,cubicYard,BAR ISLAND,,IL_LA_MVR_20070612_AD_08510860_07A,,MAZON,,PLACEMENT BANKLINE 88.6R,B5ODT9MA,10/19/2023 12:35,B5ODTDJM,6/12/2025 18:27
,,,99807,LA2007108370840,channel,-11,foot,dredged,2007,,BRIGGS LANDING,,2.00706E+13,,IL_0882_R,,,,,5099,Illinois_Waterway,LA,Mechanical,Hired_Labor,6/11/2007 0:00,7/17/2007 0:00,84,83.7,cubicYard,BRIGG'S LANDING,,IL_LA_MVR_20071001_CS_08300850_07B,,MISS CREW,,PLACEMENT BANKLINE 88.6R,B5ODT9MA,10/19/2023 12:35,B5ODTDJM,6/12/2025 18:27
,,,99726,SR2007124052415,channel,-11,foot,dredged,2007,,BULLS ISLAND,,2007101524052415,,IL_2417_R,,,,,8763,Illinois_Waterway,LA,Mechanical,Hired_Labor,10/15/2007 0:00,12/5/2007 0:00,241.5,240.5,cubicYard,BULLS ISLAND,IL_SR_MVR_20070925_BD_23982418_07C,IL_SR_MVR_20071211_AD_24102417_07D,,CRANE BARGE 11,,PLACEMENT UPL 241.7 R,B5ODT9MA,10/19/2023 12:35,B5ODTDJM,6/12/2025 18:27
,,,99710,MA2023127092712,channel,-11,foot,dredged,2023,,Dresden Island lower,,2023032027092712,,IL_2706_R,,,,,2474,Illinois_Waterway,MA,Mechanical,Hired_Labor,3/20/2023 0:00,3/24/2023 0:00,271.2,270.9,cubicYard,DRESDEN ISLAND LOCK LOWER,CEMVR_DIS_IL_MA_MVR_20230118_CS_27002713_23B,CEMVR_DIS_IL_MA_MVR_20230327_AD_27082714_23C,,CRANE BARGE 11,,Placement upland 270.6R,B5ODT9MA,2/16/2024 16:14,B5ODTDJM,6/12/2025 18:27
,,,99730,SR2023123322337,channel,-11,foot,dredged,2023,,Delbridge Island Light,,2023040323322337,,IL_2315_R,,,,,5370,Illinois_Waterway,SR,Mechanical,Hired_Labor,4/3/2023 0:00,4/24/2023 0:00,233.7,233.2,cubicYard,DELBRIDGE ISLAND,CEMVR_DIS_IL_SR_MVR_20230227_CS_23302340_23A,CEMVR_DIS_IL_SR_MVR_20230425_AD_23312337_23B,,CRANE BARGE 11,,Placement upland 231.5R,B5ODT9MA,2/16/2024 16:14,B5ODTDJM,6/12/2025 18:27
,,,99726,SR2023124042411,channel,-11,foot,dredged,2023,,Bull's Island,,2023050424042411,,IL_2407_R,,,,,6611,Illinois_Waterway,SR,Mechanical,Hired_Labor,5/4/2023 0:00,5/18/2023 0:00,241.1,240.4,cubicYard,BULLS ISLAND,CEMVR_DIS_IL_SR_MVR_20230418_BD_24022418_23A,CEMVR_DIS_IL_SR_MVR_20230605_AD_24002420_23D,,CRANE BARGE 11,,Placement bankline 240.4-241.1 R,B5ODT9MA,2/16/2024 16:14,B5ODTDJM,6/12/2025 18:27
,,,99997,PE2023122812284,channel,-11,foot,dredged,2023,,Deer Park Light,,2023061222812284,,IL_2279_R,,,,,9438,Illinois_Waterway,PE,Mechanical,Hired_Labor,6/12/2023 0:00,7/5/2023 0:00,228.4,228.1,cubicYard,DEER PARK LIGHT,CEMVR_DIS_IL_PE_MVR_20230502_CS_22602290_23A,CEMVR_DIS_IL_PE_MVR_20230705_AD_22802285_23B,,CRANE BARGE 11,,Placement bankline 227.2-227.8 R,B5ODT9MA,2/16/2024 16:14,B5ODTDJM,6/12/2025 18:27
,,,99891,1.62023E+14,channel,-11,foot,dredged,2023,,Buffalo Hyd,,2023060247274730,,UM_4714_R,,,,,23799,Mississippi_River,16,Hydraulic,Hired_Labor,6/2/2023 0:00,6/9/2023 0:00,473,472.7,cubicYard,BUFFALO,CEMVR_DIS_UM_16_MVR_20230519_CS_47184733_23A,CEMVR_DIS_UM_16_MVR_20230613_AD_47194732_23B,,GOETZ,,Placement upland 471.4R,B5ODT9MA,2/16/2024 16:14,B5ODTDJM,6/12/2025 18:27
,,,99879,1.72023E+14,channel,-11,foot,dredged,2023,,Barkis Island,,2023060544624464,,UM_4480_L,,,,,12748,Mississippi_River,17,Mechanical,Hired_Labor,6/5/2023 0:00,6/13/2023 0:00,446.4,446.2,cubicYard,BARKIS ISLAND,CEMVR_DIS_UM_17_MVR_20230520_CS_44584468_23B,CEMVR_DIS_UM_17_MVR_20230612_AD_44604466_23C,,BARGE 767,,Placement bankline 447.9-448.1L,B5ODT9MA,2/16/2024 16:14,B5ODTDJM,6/12/2025 18:27
,,,99926,1.32023E+14,channel,-11,foot,dredged,2023,,Smith Bay Pilot Channel,,2023060252985302,,UM_5317_T,,,,,10735,Mississippi_River,13,Mechanical,Hired_Labor,6/2/2023 0:00,6/9/2023 0:00,530.2,529.8,cubicYard,ELK RIVER,CEMVR_DIS_UM_13_MVR_20230601_BD_52855305_23C,CEMVR_DIS_UM_13_MVR_20230609_AD_52955304_23D,,BARGE 766,,Placement thalweg 531.9-532.0 T,B5ODT9MA,2/16/2024 16:14,B5ODTDJM,6/12/2025 18:27
,,,99974,1.12023E+14,channel,-11,foot,dredged,2023,,Cassville Lower Hyd,,2023061460476050,,UM_6058_R,,,,,43921,Mississippi_River,11,Hydraulic,Hired_Labor,6/14/2023 0:00,6/23/2023 0:00,605,604.7,cubicYard,ISLAND 195,CEMVR_DIS_UM_11_MVR_20230613_BD_60456052_23E,CEMVR_DIS_UM_11_MVR_20230816_CS_60386053_23F,,GOETZ,,Placement bankline 605.7-606.0R,B5ODT9MA,2/16/2024 16:14,B5ODTDJM,6/12/2025 18:27
,,,99889,1.62023E+14,channel,-11,foot,dredged,2023,,Montpelier Pilot Channel,,2023061146924695,,UM_4696_L,,,,,8702,Mississippi_River,16,Mechanical,Hired_Labor,6/11/2023 0:00,6/22/2023 0:00,469.5,469.2,cubicYard,MONTPELIER,CEMVR_DIS_UM_16_MVR_20230521_CS_46884698_23A,CEMVR_DIS_UM_16_MVR_20230717_BD_46884698_23C,,BARGE 766,,Placement bankline 469.4-469.9L,B5ODT9MA,2/16/2024 16:14,B5ODTDJM,6/12/2025 18:27
,,,99885,1.72023E+14,channel,-11,foot,dredged,2023,,Lock 16 Lower,,2023062245644567,,UM_4564_L,,,,,12907,Mississippi_River,17,Mechanical,Hired_Labor,6/22/2023 0:00,6/29/2023 0:00,456.7,456.4,cubicYard,LOCK 16 LOWER,CEMVR_DIS_UM_17_MVR_20230613_BD_45634569_23C,CEMVR_DIS_UM_17_MVR_20230703_AD_45634569_23D,,BARGE 766,,Placement bankline 456.2-456.6L,B5ODT9MA,2/16/2024 16:14,B5ODTDJM,6/12/2025 18:27
,,,99915,1.42023E+14,channel,-11,foot,dredged,2023,,Marais Dosier,,2023062250965099,,UM_5030_T,,,,,10284,Mississippi_River,14,Mechanical,Commercial,6/22/2023 0:00,7/7/2023 0:00,509.9,509.6,cubicYard,MARAIS D'OSIER SLOUGH,CEMVR_DIS_UM_14_MVR_20230620_CS_51005094_23C,CEMVR_DIS_UM_14_MVR_20230707_AD_50945100_23E,,Legacy Primary,,Placement thalweg 502.8-503.1T,B5ODT9MA,2/16/2024 16:14,B5ODTDJM,6/12/2025 18:27
,,,99911,1.42023E+14,channel,-11,foot,dredged,2023,,Steamboat,,2023070150285031,,UM_5030_T,,,,,20485,Mississippi_River,14,Mechanical,Commercial,7/1/2023 0:00,7/31/2023 0:00,503.1,502.8,cubicYard,STEAMBOAT SLOUGH,CEMVR_DIS_UM_14_MVR_20230629_BD_50315039_23D,CEMVR_DIS_UM_14_MVR_20230801_AD_50265039_23F,,Legacy Primary,,Placement thalweg 502.8-503.1T,B5ODT9MA,2/16/2024 16:14,B5ODTDJM,6/12/2025 18:27
,,,99827,2.12023E+14,channel,-11,foot,dredged,2023,,Howard's 2,,2023071933873391,,UM_3390_L,,,,,11651,Mississippi_River,21,Mechanical,Hired_Labor,7/19/2023 0:00,7/23/2023 0:00,339.1,338.7,cubicYard,HOWARDS CROSSING,CEMVR_DIS_UM_21_MVR_20230710_AD_33823398_23D,CEMVR_DIS_UM_21_MVR_20230725_AD_33863392_23E,,BARGE 767,,Placement bankline 339.0-339.5L ,B5ODT9MA,2/16/2024 16:14,B5ODTDJM,6/12/2025 18:27
,,,99827,2.12023E+14,channel,-11,foot,dredged,2023,,Howard's Pilot Channel,,2023062833873391,,UM_3390_L,,,,,8761,Mississippi_River,21,Mechanical,Hired_Labor,6/28/2023 0:00,7/9/2023 0:00,339.1,338.7,cubicYard,HOWARDS CROSSING,CEMVR_DIS_UM_21_MVR_20230621_CS_33823397_23C,CEMVR_DIS_UM_21_MVR_20230710_AD_33823398_23D,,BARGE 767,,Placement bankline 339.0-339.5L ,B5ODT9MA,2/16/2024 16:14,B5ODTDJM,6/12/2025 18:27
,,,99855,1.92023E+14,channel,-11,foot,dredged,2023,,Kemp's Landing Lower,,2023070639693971,,UM_3981_L,,,,,24077,Mississippi_River,19,Mechanical,Hired_Labor,7/6/2023 0:00,7/24/2023 0:00,397.1,396.9,cubicYard,KEMP'S LANDING LOWER,CEMVR_DIS_UM_19_MVR_20230626_BD_39663976_23C,CEMVR_DIS_UM_19_MVR_20230724_AD_39673973_23D,,BARGE 767,,Placement bankline 397.8-398.1L,B5ODT9MA,2/16/2024 16:14,B5ODTDJM,6/12/2025 18:27
,,,99949,1.22023E+14,channel,-11,foot,dredged,2023,,Deadmans,,2023110156765687,,UM_5667_L,,,,,10214,Mississippi_River,12,Mechanical,Hired_Labor,11/1/2023 0:00,11/7/2023 0:00,568.7,567.6,cubicYard,DEADMANS LIGHT LOWER,CEMVR_DIS_UM_12_MVR_20231023_BD_56705690_23E,CEMVR_DIS_UM_12_MVR_20231113_AD_56705690_23F,,BARGE 766,,Placement bankline 566.6-566.9L,B5ODT9MA,2/16/2024 16:14,B5ODTDJM,6/12/2025 18:27
,,,99865,1.82023E+14,channel,-11,foot,dredged,2023,,Oquawka Bend,,2023072641464151,,UM_4184_T,,,,,9336,Mississippi_River,18,Mechanical,Hired_Labor,7/26/2023 0:00,8/3/2023 0:00,415.1,414.6,cubicYard,OQUAWKA BEND,CEMVR_DIS_UM_18_MVR_20230713_CS_41434153_23C,CEMVR_DIS_UM_18_MVR_20230807_AD_41464150_23D,,BARGE 767,,Placement thalweg 418.1-418.8T,B5ODT9MA,2/16/2024 16:14,B5ODTDJM,6/12/2025 18:27
,,,99898,1.62023E+14,channel,-11,foot,dredged,2023,,Lock 15 Lower,,2023073148274829,,UM_4820_L,,,,,2585,Mississippi_River,16,Mechanical,Hired_Labor,7/31/2023 0:00,8/2/2023 0:00,482.9,482.7,cubicYard,LOCK 15 LOWER,CEMVR_DIS_UM_16_MVR_20230724_BD_48254830_23D,CEMVR_DIS_UM_16_MVR_20230807_AD_48254830_23E,,BARGE 766,,Placement bankline 481.8-482.0L,B5ODT9MA,2/16/2024 16:14,B5ODTDJM,6/12/2025 18:27
,,,99869,1.82023E+14,channel,-11,foot,dredged,2023,,Cherokee 2,,2023080442404246,,UM_4272_L,,,,,9310,Mississippi_River,18,Mechanical,Hired_Labor,8/4/2023 0:00,8/10/2023 0:00,424.6,424,cubicYard,CHEROKEE,CEMVR_DIS_UM_18_MVR_20230725_BD_42414255_23E,CEMVR_DIS_UM_18_MVR_20230926_CS_42404250_23F,,BARGE 767,,Placement bankline 427.2-427.5L,B5ODT9MA,2/16/2024 16:14,B5ODTDJM,6/12/2025 18:27
,,,99696,2.12018E+14,construction,-26,foot,dredged,2018,,LOCK 21 LOWER AUXILLARY,,2018070932493250,,UM_3248_L,,,,,9610,Mississippi_River,22,Mechanical,Hired_Labor,7/9/2018 0:00,8/8/2018 0:00,325,324.9,cubicYard,LOCK 21 LOWER,UM_21_MVR_20180702_BD_32493250_18A,,,,,Placement upland stockpile 324.8,B5ODTDJM@MVD,5/30/2023 18:12,B5ODTDJM,6/12/2025 18:27
,,,99777,LA2023113521355,channel,-11,foot,dredged,2023,,Duck Island,,2023082413521355,,IL_1368_L,,,,,9789,Illinois_Waterway,LA,Mechanical,Commercial,8/24/2023 0:00,9/6/2023 0:00,135.5,135.2,cubicYard,COPPERAS CREEK,CEMVR_DIS_IL_LA_MVR_20230821_BD_13501360_23C,CEMVR_DIS_IL_LA_MVR_20230926_AD_13521355_23F,,Legacy Primary,,Placement bankline 136.6-137.2 L,B5ODT9MA,2/16/2024 16:14,B5ODTDJM,6/12/2025 18:27
,,,99773,LA2023114331442,channel,-11,foot,dredged,2023,,Lancaster Landing,,2023090314331442,,IL_1430_L,,,,,32810,Illinois_Waterway,LA,Mechanical,Commercial,9/3/2023 0:00,10/11/2023 0:00,144.2,143.3,cubicYard,LANCASTER LANDING,CEMVR_DIS_IL_LA_MVR_20230830_BD_14321449_23D,CEMVR_DIS_IL_LA_MVR_20231010_AD_14321443_23G,,Legacy Primary,,Placement bankline 142.2-143.1 L,B5ODT9MA,2/16/2024 16:14,B5ODTDJM,6/12/2025 18:27
,,,,2.12018E+14,construction,-26,foot,dredged,2018,,LOCK 21 UPPER AUXILLARY,,2018070932493250,,UM_3248_L,,,,,3518,Mississippi_River,21,Mechanical,Hired_Labor,7/9/2018 0:00,8/8/2018 0:00,325,324.9,cubicYard,LOCK 21 UPPER,UM_21_MVR_20180702_BD_32493250_18A,,,,,Placement upland stockpile 324.8,B5ODTDJM@MVD,5/30/2023 18:12,B5ODTDJM,6/12/2025 18:27
,,,99733,PE2023122712275,channel,-11,foot,dredged,2023,,Vermillion River ,,2023070522712275,,IL_2279_R,,,,,4126,Illinois_Waterway,PE,Mechanical,Hired_Labor,7/5/2023 0:00,8/3/2023 0:00,227.5,227.1,cubicYard,VERMILLION RIVER,CEMVR_DIS_IL_PE_MVR_20230502_CS_22602290_23A,CEMVR_DIS_IL_PE_MVR_20230705_BD_22702276_23B,,CRANE BARGE 11,,Placement bankline 227.2-227.8 R,B5ODT9MA,2/16/2024 16:14,B5ODTDJM,6/12/2025 18:27
,,,99793,LA2003110911095,channel,-11,foot,dredged,2003,,ANDERSON LAKE,,2003092210911095,,IL_1090_R,,,,,18524,Illinois_Waterway,LA,Hydraulic,Commercial,9/22/2003 0:00,9/27/2003 0:00,109.5,109.1,cubicYard,ANDERSON LAKE,IL_LA_MVR_20030916_BD_10871100_03C,IL_LA_MVR_20031015_AD_10901095_03D,,MERLIN MCCOY,,BANKLINE PLACEMENT 108.9-109.2R,B5ODTJLM@MVD,2/20/2024 22:02,B5ODTDJM,6/12/2025 18:27
,,,99758,PE2003117241728,channel,-11,foot,dredged,2003,COMPLETION DATE IS NOT DOCUMENTED.,BLUE CREEK,,2003091517241728,,IL_1644_R,,,,,12661,Illinois_Waterway,PE,Mechanical,Hired_Labor,9/15/2003 0:00,,172.8,172.4,cubicYard,BLUE CREEK/ROME LIGHT,,IL_PE_MVR_20031229_CS_17241728_03A,,MAZON,,PEORIA BOAT YARD UPLAND PLACEMENT 164.3R,B5ODTJLM@MVD,2/20/2024 22:02,B5ODTDJM,6/12/2025 18:27
,,,99726,SR2003124042409,channel,-11,foot,dredged,2003,,BULLS ISLAND,,2003102124042409,,IL_2407_R,,,,,15832,Illinois_Waterway,SR,Hydraulic,Commercial,10/21/2003 0:00,10/23/2003 0:00,240.9,240.4,cubicYard,BULLS ISLAND,IL_SR_MVR_20031001_BD_24032417_03D,IL_SR_MVR_20031028_AD_24042409_03E,,MERLIN MCCOY,,LOWER BULLS ISLAND BANKLINE PLACEMENT 240.6-241.0R,B5ODTJLM@MVD,2/20/2024 22:02,B5ODTDJM,6/12/2025 18:27
,,,99739,PE2003121552162,channel,-11,foot,dredged,2003,,CLARK ISLAND,,2003101021552162,,IL_2159_R,,,,,27491,Illinois_Waterway,PE,Hydraulic,Commercial,10/10/2003 0:00,10/16/2003 0:00,216.2,215.5,cubicYard,CLARK ISLAND,IL_PE_MVR_20030930_BD_21502164_03B,IL_PE_MVR_20031027_AD_21542162_03C,,MERLIN MCCOY,,BANKLINE PLACEMENT 215.7-216.4R,B5ODTJLM@MVD,2/20/2024 22:02,B5ODTDJM,6/12/2025 18:27
,,,99885,1.72018E+14,channel,-11,foot,dredged,2018,,LOCK 16 LOWER APPROACH,,2018092445654568,,UM_4564_L,,,,,14896,Mississippi_River,17,Mechanical,Hired_Labor,9/24/2018 0:00,10/3/2018 0:00,456.8,456.5,cubicYard,LOCK 16 LOWER,UM_17_MVR_20180924_CS_45614571_18B,,,,,Placement bankline 456.2-456.6L,B5ODTBVC,10/6/2021 16:28,B5ODTDJM,6/12/2025 18:27
,,,99710,MA2003127092711,channel,-11,foot,dredged,2003,,DRESDEN ISLAND LOWER,,2003020427092711,,IL_2710_L,,,,,1954,Illinois_Waterway,MA,Mechanical,Hired_Labor,2/4/2003 0:00,2/24/2003 0:00,271.1,270.9,cubicYard,DRESDEN LOCK LOWER,IL_MA_MVR_20021217_CS_27002711_02B,IL_MA_MVR_20030226_CS_27062712_03A,,MAZON,,UPLAND PLACEMENT 270.8-271.0L,B5ODTJLM@MVD,2/20/2024 22:02,B5ODTDJM,6/12/2025 18:27
,,,99716,MA2003125862589,channel,-11,foot,dredged,2003,,GRIST ISLAND,,2003031725862589,,IL_2584_L,,,,,2672,Illinois_Waterway,MA,Mechanical,Hired_Labor,3/17/2003 0:00,4/3/2003 0:00,258.9,258.6,cubicYard,GRIST ISLAND,IL_MA_MVR_20030227_CS_25842590_03A,IL_MA_MVR_20030409_CS_25862589_03B,,MAZON,,BANKLINE PLACEMENT 258.4-258.5L,B5ODTJLM@MVD,2/20/2024 22:02,B5ODTDJM,6/12/2025 18:27
,,,99738,PE2018221672175,channel,-11,foot,dredged,2018,,SPRING VALLEY LOWER 2,,2018100221672175,,IL_2173_R,,,,,59214,Illinois_Waterway,PE,Hydraulic,Commercial,10/2/2018 0:00,10/13/2018 0:00,217.5,216.7,cubicYard,SPRING VALLEY,IL_PE_MVR_20180822_BD_21632177_18H,,,MORGAN GALE,,Placement bankline 216.9-217.6R,B5ODTBVC,9/27/2021 20:22,B5ODTDJM,6/12/2025 18:27
,,,99773,LA2003114411448,channel,-11,foot,dredged,2003,,LANCASTER LANDING,,2003091614411448,,IL_1452_L,,,,,13632,Illinois_Waterway,LA,Hydraulic,Commercial,9/16/2003 0:00,9/20/2003 0:00,144.8,144.1,cubicYard,LANCASTER LANDING,IL_LA_MVR_20030709_BD_14401450_03B,IL_LA_MVR_20030922_AD_14411449_03C,,MERLIN MCCOY,,KINGSTON MINES SITE 8 UPLAND PLACEMENT 144.8-145.0L,B5ODTJLM@MVD,2/20/2024 22:02,B5ODTDJM,6/12/2025 18:27
,,,99958,1.22019E+14,construction,-11,foot,dredged,2019,,L&D 11 CHAMBER,,2019010258295831,,UM_5621_L,,,,,600,Mississippi_River,12,Mechanical,Hired_Labor,1/2/2019 0:00,3/1/2019 0:00,583.1,582.9,cubicYard,LOCK 11 LOWER,,,,BRENNER,,Bankline placement 562.1-562.3L,B5ODTBVC,9/22/2021 20:03,B5ODTDJM,6/12/2025 18:27
,,,99926,1.32019E+14,channel,-11,foot,dredged,2019,,ELK RIVER,,2019100852905293,,UM_5278_R,,,,,9478,Mississippi_River,13,Mechanical,Hired_Labor,10/8/2019 0:00,10/23/2019 0:00,529.3,529,cubicYard,ELK RIVER,UM_13_MVR_20190925_CS_52885312_19G,,,MVP_HAUSER/WADE,,Bankline/Open Water at Cormorant Islands 527.9R,B5ODTBVC,9/22/2021 20:03,B5ODTDJM,6/12/2025 18:27
